match_id,hero,role,lane,midas_team,buy_sec,ref_bucket,nw_diff_raw,midas_nw_adv,total_nw,nw_adv_pct_total,nw_adv_pct_buyer,band,band_label,expected_win,actual_win,delta
8731588565,ogre_magi,Support,Offlane,radiant,907,870,4051,4051,44281,9.15,16.76,16,80-85%,0.7639,1,0.2361
8731588599,ogre_magi,Core,Offlane,dire,749,690,-435,435,35831,1.21,2.4,10,50-55%,0.5309,1,0.4691
8731588601,ogre_magi,Core,Offlane,radiant,783,750,268,268,42126,0.64,1.26,10,50-55%,0.5535,1,0.4465
8731588603,ogre_magi,Support,Safelane,dire,830,780,-1654,1654,43516,3.8,7.32,13,65-70%,0.6363,0,-0.6363
8731588604,invoker,Core,Mid,dire,758,720,7043,-7043,34193,-20.6,-51.88,0,0-5%,0.1065,0,-0.1065
8731588623,brewmaster,Core,Offlane,radiant,622,570,3000,3000,29890,10.04,18.24,17,85-90%,0.7414,0,-0.7414
8731588642,ogre_magi,Core,Offlane,dire,709,660,5805,-5805,31943,-18.17,-44.42,0,0-5%,0.1195,1,0.8805
8731588643,ogre_magi,Support,Safelane,dire,989,930,5710,-5710,53822,-10.61,-23.74,2,10-15%,0.194,0,-0.194
8731588647,ogre_magi,Support,Safelane,dire,871,840,-7693,7693,46031,16.71,28.64,19,95-100%,0.9332,1,0.0668
8731588697,ogre_magi,Support,Safelane,dire,1364,1320,8711,-8711,69617,-12.51,-28.6,2,10-15%,0.1188,0,-0.1188
8731588736,invoker,Core,Mid,radiant,547,510,-1085,-1085,24005,-4.52,-9.47,5,25-30%,0.3939,0,-0.3939
8731588836,ogre_magi,Support,Safelane,radiant,1138,1080,9622,9622,56478,17.04,29.11,18,90-95%,0.9128,1,0.0872
8731588840,ogre_magi,Core,Mid,dire,418,360,1626,-1626,20042,-8.11,-17.66,1,5-10%,0.2806,0,-0.2806
8731588854,ogre_magi,Support,Offlane,radiant,775,720,3844,3844,37258,10.32,18.7,17,85-90%,0.8013,1,0.1987
8731588858,slark,Core,Safelane,dire,739,690,4536,-4536,34270,-13.24,-30.51,1,5-10%,0.1945,1,0.8055
8731588896,invoker,Core,Safelane,radiant,1032,990,-6666,-6666,48036,-13.88,-32.23,1,5-10%,0.1219,0,-0.1219
8731588953,ogre_magi,Support,Offlane,radiant,1091,1050,2697,2697,59617,4.52,8.66,12,60-65%,0.6419,1,0.3581
8731588960,ogre_magi,Support,Safelane,dire,1879,1830,13180,-13180,102490,-12.86,-29.52,3,15-20%,0.1032,0,-0.1032
8731588972,treant,Support,Safelane,dire,858,810,-3628,3628,41966,8.65,15.91,16,80-85%,0.7632,0,-0.7632
8731588989,ogre_magi,Core,Offlane,radiant,831,780,2585,2585,35483,7.29,13.58,14,70-75%,0.6882,0,-0.6882
8731589018,venomancer,Support,Offlane,radiant,1097,1050,-262,-262,60044,-0.44,-0.88,9,45-50%,0.4998,1,0.5002
8731589036,ogre_magi,Core,Offlane,radiant,1214,1170,-7504,-7504,63810,-11.76,-26.65,2,10-15%,0.1548,0,-0.1548
8731589047,lina,Support,Safelane,radiant,665,630,5733,5733,33965,16.88,28.88,19,95-100%,0.8887,1,0.1113
8731589052,ogre_magi,Support,Safelane,radiant,1242,1200,-10074,-10074,64626,-15.59,-36.93,1,5-10%,0.0819,0,-0.0819
8731589078,invoker,Core,Mid,dire,543,510,-5664,5664,24734,22.9,37.27,19,95-100%,0.8656,1,0.1344
8731589083,ogre_magi,Support,Safelane,radiant,949,900,128,128,46770,0.27,0.55,9,45-50%,0.5135,1,0.4865
8731589126,obsidian_destroyer,Core,Mid,radiant,413,360,-272,-272,19282,-1.41,-2.86,7,35-40%,0.465,1,0.535
8731589128,silencer,Support,Offlane,dire,1086,1050,9075,-9075,66389,-13.67,-31.67,1,5-10%,0.1132,0,-0.1132
8731589131,ogre_magi,Core,Offlane,radiant,1014,960,-7772,-7772,51692,-15.04,-35.39,1,5-10%,0.125,0,-0.125
8731589133,ogre_magi,Support,Offlane,radiant,958,900,4811,4811,53679,8.96,16.45,16,80-85%,0.7758,0,-0.7758
8731589165,pugna,Support,Safelane,dire,1111,1080,1988,-1988,71692,-2.77,-5.7,6,30-35%,0.3616,0,-0.3616
8731589177,furion,Support,Safelane,radiant,797,750,1144,1144,40990,2.79,5.43,12,60-65%,0.6097,0,-0.6097
8731589200,obsidian_destroyer,Core,Mid,dire,363,330,1112,-1112,17744,-6.27,-13.37,3,15-20%,0.3551,0,-0.3551
8731589205,ogre_magi,Support,Safelane,dire,1118,1080,-12269,12269,59623,20.58,34.13,19,95-100%,0.9607,0,-0.9607
8731589240,furion,Core,Mid,dire,903,870,505,-505,45091,-1.12,-2.27,8,40-45%,0.4733,1,0.5267
8731589254,ogre_magi,Core,Offlane,radiant,697,660,1347,1347,32051,4.2,8.07,13,65-70%,0.6378,1,0.3622
8731589266,silencer,Core,Mid,dire,776,720,4134,-4134,36540,-11.31,-25.51,1,5-10%,0.1852,0,-0.1852
8731589297,ogre_magi,Support,Safelane,radiant,1108,1050,9580,9580,56062,17.09,29.19,18,90-95%,0.9033,1,0.0967
8731589299,lycan,Core,Offlane,radiant,465,420,-1045,-1045,21675,-4.82,-10.13,4,20-25%,0.3861,1,0.6139
8731589300,tusk,Support,Safelane,dire,1341,1290,12023,-12023,75293,-15.97,-38.01,1,5-10%,0.0716,0,-0.0716
8731589393,ogre_magi,Support,Offlane,radiant,1014,960,-932,-932,49870,-1.87,-3.81,7,35-40%,0.406,0,-0.406
8731589419,invoker,Core,Mid,radiant,748,690,-2256,-2256,35054,-6.44,-13.76,4,20-25%,0.3226,1,0.6774
8731589451,invoker,Core,Mid,radiant,426,390,2029,2029,20057,10.12,18.37,18,90-95%,0.7438,1,0.2562
8731589475,ogre_magi,Core,Offlane,dire,1276,1230,4903,-4903,78081,-6.28,-13.4,4,20-25%,0.2569,0,-0.2569
8731589527,invoker,Support,Safelane,radiant,941,900,-553,-553,50485,-1.1,-2.22,8,40-45%,0.4617,1,0.5383
8731589529,obsidian_destroyer,Core,Mid,dire,487,450,-571,571,22951,2.49,4.86,12,60-65%,0.5801,0,-0.5801
8731589568,invoker,Core,Mid,dire,891,840,1194,-1194,39388,-3.03,-6.25,7,35-40%,0.4211,1,0.5789
8731589577,sniper,Support,Safelane,dire,1166,1110,2787,-2787,62091,-4.49,-9.4,6,30-35%,0.361,0,-0.361
8731589621,invoker,Core,Mid,dire,519,480,692,-692,22554,-3.07,-6.33,6,30-35%,0.4339,1,0.5661
8731589648,ogre_magi,Support,Offlane,dire,1211,1170,-209,209,68865,0.3,0.61,9,45-50%,0.5072,1,0.4928
8731589649,obsidian_destroyer,Core,Safelane,radiant,1067,1020,8744,8744,56780,15.4,26.69,18,90-95%,0.9006,1,0.0994
8731589653,ogre_magi,Support,Safelane,dire,1074,1020,3040,-3040,51700,-5.88,-12.49,5,25-30%,0.3373,1,0.6627
8731589670,silencer,Support,Safelane,dire,1365,1320,-3633,3633,89789,4.05,7.78,12,60-65%,0.6447,0,-0.6447
8731589675,sniper,Core,Mid,radiant,722,690,-4185,-4185,35965,-11.64,-26.34,1,5-10%,0.1945,0,-0.1945
8731589713,ogre_magi,Core,Offlane,radiant,811,780,914,914,41174,2.22,4.34,11,55-60%,0.5793,1,0.4207
8731589753,invoker,Core,Mid,radiant,617,570,-926,-926,29172,-3.17,-6.56,6,30-35%,0.3988,0,-0.3988
8731589771,invoker,Support,Offlane,dire,832,780,-7760,7760,39986,19.41,32.51,19,95-100%,0.9211,1,0.0789
8731589779,invoker,Core,Mid,dire,786,750,7355,-7355,33389,-22.03,-56.5,0,0-5%,0.1002,0,-0.1002
8731589806,ogre_magi,Core,Mid,dire,568,510,3402,-3402,26552,-12.81,-29.39,0,0-5%,0.1495,0,-0.1495
8731589833,slark,Support,Offlane,radiant,1367,1320,-8327,-8327,78255,-10.64,-23.82,3,15-20%,0.1782,0,-0.1782
8731589887,lich,Support,Safelane,radiant,733,690,5062,5062,39258,12.89,22.84,18,90-95%,0.8263,1,0.1737
8731589898,invoker,Core,Mid,radiant,788,750,-2447,-2447,34643,-7.06,-15.2,4,20-25%,0.3224,0,-0.3224
8731589929,ogre_magi,Support,Offlane,dire,893,840,493,-493,41947,-1.18,-2.38,8,40-45%,0.4673,1,0.5327
8731589930,ogre_magi,Support,Safelane,dire,1095,1050,3092,-3092,56368,-5.49,-11.61,5,25-30%,0.3374,0,-0.3374
8731589931,obsidian_destroyer,Core,Mid,radiant,772,720,-3110,-3110,37060,-8.39,-18.32,3,15-20%,0.2948,1,0.7052
8731589959,sniper,Support,Offlane,dire,1047,990,3073,-3073,55589,-5.53,-11.7,5,25-30%,0.347,0,-0.347
8731589973,bloodseeker,Core,Safelane,dire,550,510,-2471,2471,24265,10.18,18.48,17,85-90%,0.7232,1,0.2768
8731589976,zuus,Support,Offlane,radiant,1151,1110,-8581,-8581,65551,-13.09,-30.12,1,5-10%,0.0984,0,-0.0984
8731590019,ogre_magi,Support,Offlane,radiant,1033,990,-2788,-2788,49546,-5.63,-11.93,5,25-30%,0.347,0,-0.347
8731590079,ogre_magi,Support,Offlane,dire,1558,1500,2739,-2739,85909,-3.19,-6.59,7,35-40%,0.3735,1,0.6265
8731590111,ogre_magi,Support,Offlane,dire,970,930,139,-139,49743,-0.28,-0.56,9,45-50%,0.5026,1,0.4974
8731590158,ogre_magi,Core,Offlane,radiant,962,930,2881,2881,45717,6.3,11.86,14,70-75%,0.6824,0,-0.6824
8731590205,ogre_magi,Support,Safelane,radiant,1157,1110,2052,2052,56324,3.64,7.03,11,55-60%,0.6003,0,-0.6003
8731590293,invoker,Core,Mid,dire,694,660,-278,278,30912,0.9,1.78,10,50-55%,0.5249,0,-0.5249
8731590388,phoenix,Support,Safelane,radiant,711,660,424,424,38362,1.11,2.19,10,50-55%,0.5249,0,-0.5249
8731590433,invoker,Core,Mid,radiant,894,840,-7303,-7303,43323,-16.86,-40.55,0,0-5%,0.0849,0,-0.0849
8731590505,invoker,Core,Mid,dire,611,570,3100,-3100,32546,-9.52,-21.06,1,5-10%,0.2225,0,-0.2225
8731590515,ogre_magi,Support,Offlane,dire,994,960,6586,-6586,56388,-11.68,-26.45,1,5-10%,0.125,0,-0.125
8731590552,ogre_magi,Support,Offlane,dire,1206,1170,-7451,7451,65975,11.29,20.3,16,80-85%,0.8209,0,-0.8209
8731590578,ogre_magi,Support,Offlane,radiant,1179,1140,3666,3666,66292,5.53,10.48,13,65-70%,0.6724,1,0.3276
8731590617,lion,Core,Offlane,dire,540,510,-677,677,26635,2.54,4.96,12,60-65%,0.5799,1,0.4201
8731590623,silencer,Support,Offlane,dire,1470,1440,24956,-24956,90970,-27.43,-75.61,0,0-5%,0.0205,0,-0.0205
8731590628,slark,Core,Safelane,dire,789,750,1825,-1825,37825,-4.82,-10.14,5,25-30%,0.3743,1,0.6257
8731590644,lion,Support,Offlane,radiant,1232,1200,368,368,62208,0.59,1.18,9,45-50%,0.5085,0,-0.5085
8731590646,ogre_magi,Support,Safelane,radiant,1087,1050,2794,2794,58960,4.74,9.05,13,65-70%,0.6625,1,0.3375
8731590651,ogre_magi,Support,Offlane,dire,1333,1290,12366,-12366,72628,-17.03,-41.04,1,5-10%,0.0716,0,-0.0716
8731590653,ogre_magi,Support,Safelane,radiant,1079,1020,1305,1305,62675,2.08,4.08,11,55-60%,0.5778,1,0.4222
8731590665,invoker,Core,Mid,dire,514,480,-2215,2215,27147,8.16,15.09,17,85-90%,0.7249,1,0.2751
8731590713,invoker,Core,Mid,radiant,422,390,-1934,-1934,21388,-9.04,-19.88,1,5-10%,0.2786,0,-0.2786
8731590733,sniper,Core,Safelane,dire,761,720,1195,-1195,35629,-3.35,-6.94,6,30-35%,0.3961,1,0.6039
8731590736,tinker,Core,Safelane,dire,377,330,-1375,1375,17951,7.66,14.23,17,85-90%,0.6885,1,0.3115
8731590819,ogre_magi,Support,Offlane,dire,1014,960,-5691,5691,48797,11.66,20.89,17,85-90%,0.8503,1,0.1497
8731590845,ogre_magi,Support,Offlane,dire,933,900,2795,-2795,44371,-6.3,-13.45,5,25-30%,0.3414,0,-0.3414
8731590853,ogre_magi,Support,Safelane,dire,1216,1170,-4770,4770,61582,7.75,14.38,14,70-75%,0.7307,1,0.2693
8731590868,kunkka,Core,Mid,radiant,661,630,4555,4555,36461,12.49,22.21,18,90-95%,0.8141,1,0.1859
8731590974,ogre_magi,Support,Offlane,dire,1415,1380,-15402,15402,80118,19.22,32.25,18,90-95%,0.9535,1,0.0465
8731591047,slark,Core,Safelane,dire,870,840,5044,-5044,47842,-10.54,-23.57,2,10-15%,0.2173,1,0.7827
8731591056,ogre_magi,Core,Offlane,dire,885,840,-9041,9041,47047,19.22,32.24,19,95-100%,0.9332,1,0.0668
8731591059,venomancer,Support,Safelane,dire,1333,1290,14075,-14075,79813,-17.63,-42.82,0,0-5%,0.0286,1,0.9714
8731591067,ogre_magi,Core,Mid,dire,1230,1200,6042,-6042,67786,-8.91,-19.57,3,15-20%,0.2122,1,0.7878
8731591143,spectre,Core,Safelane,dire,530,480,-3695,3695,21917,16.86,28.85,19,95-100%,0.8527,1,0.1473
8731591149,obsidian_destroyer,Core,Mid,dire,428,390,-3312,3312,21830,15.17,26.35,19,95-100%,0.8264,0,-0.8264
8731591161,invoker,Support,Safelane,dire,1320,1290,7808,-7808,72474,-10.77,-24.15,3,15-20%,0.1847,0,-0.1847
8731591164,ogre_magi,Support,Offlane,dire,969,930,-9362,9362,53652,17.45,29.71,19,95-100%,0.9394,1,0.0606
8731591177,invoker,Core,Mid,radiant,1169,1110,-895,-895,62681,-1.43,-2.9,8,40-45%,0.4564,1,0.5436
8731591186,ogre_magi,Support,Safelane,dire,1054,1020,-6774,6774,62518,10.84,19.55,17,85-90%,0.8562,1,0.1438
8731591190,lycan,Core,Offlane,radiant,1031,990,5991,5991,50485,11.87,21.22,17,85-90%,0.8465,1,0.1535
8731591223,invoker,Core,Mid,radiant,748,690,-2196,-2196,32706,-6.71,-14.4,4,20-25%,0.3226,0,-0.3226
8731591238,ogre_magi,Core,Mid,dire,734,690,744,-744,32952,-2.26,-4.62,7,35-40%,0.4199,0,-0.4199
8731591244,ogre_magi,Core,Mid,dire,407,360,-2374,2374,19252,12.33,21.96,19,95-100%,0.8176,0,-0.8176
8731591262,ogre_magi,Support,Offlane,radiant,1084,1050,-3805,-3805,63889,-5.96,-12.67,4,20-25%,0.2849,0,-0.2849
8731591274,invoker,Core,Mid,radiant,460,420,-703,-703,23111,-3.04,-6.27,6,30-35%,0.4191,0,-0.4191
8731591279,warlock,Support,Safelane,dire,981,930,3617,-3617,53407,-6.77,-14.53,4,20-25%,0.3121,0,-0.3121
8731591281,pudge,Roamer,Offlane,radiant,1061,1020,-1599,-1599,56511,-2.83,-5.82,7,35-40%,0.4295,0,-0.4295
8731591339,ogre_magi,Support,Safelane,radiant,1365,1320,-626,-626,78162,-0.8,-1.61,8,40-45%,0.4441,0,-0.4441
8731591351,ogre_magi,Support,Safelane,dire,1628,1590,-1165,1165,86175,1.35,2.67,10,50-55%,0.5582,1,0.4418
8731591413,ogre_magi,Support,Offlane,radiant,1164,1110,4727,4727,66611,7.1,13.25,14,70-75%,0.7088,1,0.2912
8731591419,ogre_magi,Core,Mid,radiant,928,870,37,37,45507,0.08,0.16,9,45-50%,0.5056,1,0.4944
8731591465,ogre_magi,Core,Offlane,radiant,594,540,-105,-105,26879,-0.39,-0.78,9,45-50%,0.4969,0,-0.4969
8731591471,brewmaster,Core,Offlane,dire,559,510,-2762,2762,27592,10.01,18.2,18,90-95%,0.7692,1,0.2308
8731591491,ogre_magi,Support,Safelane,radiant,1614,1560,2443,2443,91955,2.66,5.18,11,55-60%,0.6082,1,0.3918
8731591516,silencer,Support,Safelane,dire,1187,1140,-2974,2974,69094,4.3,8.25,12,60-65%,0.6377,1,0.3623
8731591570,kunkka,Core,Offlane,radiant,749,690,-1620,-1620,35222,-4.6,-9.64,5,25-30%,0.3713,0,-0.3713
8731591573,warlock,Support,Safelane,dire,1203,1170,10042,-10042,68332,-14.7,-34.46,1,5-10%,0.0878,0,-0.0878
8731591594,ogre_magi,Support,Safelane,radiant,846,810,-2411,-2411,40647,-5.93,-12.61,4,20-25%,0.3141,0,-0.3141
8731591596,ogre_magi,Support,Offlane,radiant,904,870,5143,5143,43299,11.88,21.23,17,85-90%,0.8207,1,0.1793
8731591604,ogre_magi,Core,Mid,dire,667,630,-1842,1842,31612,5.83,11.01,14,70-75%,0.6532,0,-0.6532
8731591612,ogre_magi,Support,Offlane,dire,1070,1020,1069,-1069,55981,-1.91,-3.89,7,35-40%,0.4295,1,0.5705
8731591615,snapfire,Support,Safelane,radiant,864,810,118,118,46776,0.25,0.5,9,45-50%,0.5025,0,-0.5025
8731591640,invoker,Core,Mid,dire,728,690,5969,-5969,34963,-17.07,-41.17,0,0-5%,0.1105,0,-0.1105
8731591670,invoker,Core,Mid,dire,485,450,-2720,2720,23032,11.81,21.12,18,90-95%,0.7601,1,0.2399
8731591701,lina,Support,Safelane,dire,1446,1410,27406,-27406,82606,-33.18,-99.3,0,0-5%,0.0209,0,-0.0209
8731591705,ogre_magi,Core,Offlane,radiant,1053,1020,-5362,-5362,53734,-9.98,-22.17,3,15-20%,0.2374,1,0.7626
8731591716,ogre_magi,Core,Offlane,dire,1067,1020,1504,-1504,53282,-2.82,-5.81,7,35-40%,0.4295,0,-0.4295
8731591718,invoker,Support,Safelane,radiant,918,870,768,768,45488,1.69,3.32,10,50-55%,0.5274,1,0.4726
8731591722,ogre_magi,Support,Safelane,radiant,1491,1440,-12449,-12449,79825,-15.6,-36.95,1,5-10%,0.0503,0,-0.0503
8731591740,gyrocopter,Core,Offlane,dire,1031,990,-1909,1909,50059,3.81,7.35,12,60-65%,0.6157,0,-0.6157
8731591781,ogre_magi,Core,Mid,radiant,687,630,-458,-458,34424,-1.33,-2.7,8,40-45%,0.4608,0,-0.4608
8731591782,life_stealer,Core,Safelane,radiant,624,570,1173,1173,26547,4.42,8.46,13,65-70%,0.6138,1,0.3862
8731591789,silencer,Support,Offlane,radiant,1230,1200,-6527,-6527,64787,-10.07,-22.41,3,15-20%,0.2122,0,-0.2122
8731591791,ogre_magi,Support,Safelane,radiant,1147,1110,-5539,-5539,63065,-8.78,-19.26,3,15-20%,0.221,0,-0.221
8731591810,slark,Core,Safelane,radiant,958,900,-5158,-5158,49702,-10.38,-23.16,2,10-15%,0.2087,0,-0.2087
8731591838,ogre_magi,Core,Offlane,dire,938,900,-2325,2325,42661,5.45,10.34,13,65-70%,0.6527,1,0.3473
8731591859,slark,Core,Safelane,dire,1065,1020,-3303,3303,53697,6.15,11.59,13,65-70%,0.6653,0,-0.6653
8731591861,ogre_magi,Support,Safelane,radiant,1187,1140,436,436,66832,0.65,1.3,9,45-50%,0.5076,1,0.4924
8731591880,invoker,Support,Offlane,radiant,1173,1140,-4085,-4085,65695,-6.22,-13.26,4,20-25%,0.2618,0,-0.2618
8731591908,invoker,Core,Mid,radiant,442,390,80,80,21264,0.38,0.75,9,45-50%,0.4998,1,0.5002
8731591934,invoker,Core,Mid,radiant,578,540,635,635,24717,2.57,5.01,11,55-60%,0.5448,0,-0.5448
8731592011,ogre_magi,Support,Safelane,dire,1357,1320,20151,-20151,77767,-25.91,-69.95,0,0-5%,0.028,0,-0.028
8731592014,invoker,Support,Offlane,dire,1032,990,3804,-3804,56878,-6.69,-14.33,4,20-25%,0.2965,1,0.7035
8731592041,slark,Core,Safelane,radiant,942,900,1169,1169,50245,2.33,4.55,11,55-60%,0.5827,1,0.4173
8731592046,ogre_magi,Support,Offlane,dire,1115,1080,2327,-2327,60399,-3.85,-8.01,6,30-35%,0.3616,0,-0.3616
8731592051,warlock,Support,Offlane,radiant,1343,1290,-18364,-18364,81930,-22.41,-57.78,0,0-5%,0.0286,0,-0.0286
8731592116,ogre_magi,Support,Safelane,radiant,1156,1110,4992,4992,62472,7.99,14.8,15,75-80%,0.7711,1,0.2289
8731592118,slark,Core,Safelane,dire,797,750,-773,773,43315,1.78,3.51,11,55-60%,0.5738,1,0.4262
8731592132,ogre_magi,Roamer,Safelane,radiant,659,600,-4429,-4429,30181,-14.67,-34.4,0,0-5%,0.1346,0,-0.1346
8731592134,ogre_magi,Support,Safelane,dire,899,840,-1449,1449,42765,3.39,6.55,12,60-65%,0.6104,0,-0.6104
8731592136,invoker,Core,Mid,dire,514,480,-370,370,24460,1.51,2.98,11,55-60%,0.5563,1,0.4437
8731592182,disruptor,Support,Safelane,dire,1131,1080,-3070,3070,56724,5.41,10.27,13,65-70%,0.6646,0,-0.6646
8731592223,furion,Support,Offlane,radiant,1062,1020,-4176,-4176,55024,-7.59,-16.43,4,20-25%,0.2978,0,-0.2978
8731592262,ogre_magi,Support,Safelane,radiant,1539,1500,-19884,-19884,86058,-23.11,-60.1,0,0-5%,0.0168,0,-0.0168
8731592285,warlock,Support,Safelane,dire,1066,1020,-2526,2526,53612,4.71,9.0,12,60-65%,0.6388,0,-0.6388
8731592287,ogre_magi,Support,Offlane,radiant,1016,960,7199,7199,45457,15.84,27.34,18,90-95%,0.8898,1,0.1102
8731592292,ogre_magi,Support,Offlane,dire,931,900,-1328,1328,47154,2.82,5.48,11,55-60%,0.5827,0,-0.5827
8731592337,silencer,Support,Safelane,radiant,1218,1170,-7326,-7326,64318,-11.39,-25.71,2,10-15%,0.1548,0,-0.1548
8731592361,invoker,Core,Mid,dire,565,510,-1149,1149,24705,4.65,8.89,14,70-75%,0.6504,0,-0.6504
8731592374,ogre_magi,Support,Safelane,dire,1178,1140,-4372,4372,67090,6.52,12.24,14,70-75%,0.7342,1,0.2658
8731592406,ogre_magi,Support,Safelane,radiant,1057,1020,-6399,-6399,60715,-10.54,-23.56,2,10-15%,0.1817,0,-0.1817
8731592421,invoker,Core,Mid,dire,665,630,2068,-2068,31068,-6.66,-14.26,3,15-20%,0.3032,1,0.6968
8731592446,ogre_magi,Core,Offlane,radiant,789,750,-3618,-3618,40686,-8.89,-19.52,2,10-15%,0.2469,1,0.7531
8731592471,invoker,Core,Mid,dire,543,510,-4119,4119,26461,15.57,26.94,19,95-100%,0.8656,1,0.1344
8731592512,tiny,Support,Offlane,radiant,927,870,-6060,-6060,45358,-13.36,-30.84,1,5-10%,0.1447,0,-0.1447
8731592628,ogre_magi,Support,Offlane,radiant,1032,990,5908,5908,56464,10.46,18.94,16,80-85%,0.7951,1,0.2049
8731592655,ogre_magi,Support,Safelane,dire,1074,1020,13967,-13967,54391,-25.68,-69.1,0,0-5%,0.0542,0,-0.0542
8731592656,ogre_magi,Support,Safelane,dire,1024,990,-7465,7465,58225,12.82,22.73,18,90-95%,0.9003,0,-0.9003
8731592662,slark,Core,Safelane,radiant,893,840,-7533,-7533,44255,-17.02,-41.03,0,0-5%,0.0849,0,-0.0849
8731592688,jakiro,Core,Mid,dire,664,630,-3583,3583,33267,10.77,19.45,18,90-95%,0.8141,0,-0.8141
8731592695,slark,Support,Safelane,dire,882,840,-3993,3993,41557,9.61,17.53,16,80-85%,0.7597,1,0.2403
8731592724,lich,Support,Offlane,radiant,1122,1080,2544,2544,56144,4.53,8.67,12,60-65%,0.64,0,-0.64
8731592729,obsidian_destroyer,Core,Mid,dire,613,570,-434,434,29094,1.49,2.94,11,55-60%,0.5621,0,-0.5621
8731592744,ogre_magi,Core,Offlane,dire,730,690,283,-283,35887,-0.79,-1.59,8,40-45%,0.4672,0,-0.4672
8731592746,ogre_magi,Support,Offlane,radiant,1029,990,-9211,-9211,58063,-15.86,-37.71,0,0-5%,0.0596,0,-0.0596
8731592777,invoker,Core,Mid,radiant,895,840,-4191,-4191,46707,-8.97,-19.71,2,10-15%,0.2173,0,-0.2173
8731592794,ogre_magi,Core,Safelane,dire,691,660,2980,-2980,31486,-9.46,-20.91,2,10-15%,0.2448,0,-0.2448
8731592817,ogre_magi,Support,Offlane,radiant,1020,990,4610,4610,53874,8.56,15.76,15,75-80%,0.7512,1,0.2488
8731592820,ogre_magi,Support,Offlane,dire,1139,1080,8760,-8760,65096,-13.46,-31.1,1,5-10%,0.1054,0,-0.1054
8731592845,invoker,Core,Mid,radiant,597,540,239,239,23729,1.01,1.99,10,50-55%,0.5176,1,0.4824
8731592863,enchantress,Support,Safelane,dire,1051,1020,4427,-4427,55209,-8.02,-17.44,3,15-20%,0.2374,0,-0.2374
8731592866,silencer,Support,Safelane,radiant,1019,960,-5648,-5648,49038,-11.52,-26.03,2,10-15%,0.1871,0,-0.1871
8731592875,ogre_magi,Support,Safelane,radiant,1323,1290,-6703,-6703,73515,-9.12,-20.07,3,15-20%,0.1847,0,-0.1847
8731592885,ogre_magi,Support,Offlane,radiant,939,900,-2015,-2015,48473,-4.16,-8.67,6,30-35%,0.3965,1,0.6035
8731592890,ogre_magi,Support,Offlane,radiant,1035,990,8832,8832,56744,15.56,26.94,18,90-95%,0.9003,1,0.0997
8731592891,ogre_magi,Core,Offlane,dire,866,810,947,-947,45637,-2.08,-4.24,7,35-40%,0.427,1,0.573
8731592919,ogre_magi,Core,Offlane,dire,738,690,3038,-3038,38068,-7.98,-17.35,2,10-15%,0.2463,0,-0.2463
8731592955,ogre_magi,Support,Offlane,dire,978,930,7918,-7918,49850,-15.88,-37.77,0,0-5%,0.0735,0,-0.0735
8731593027,ogre_magi,Roamer,Offlane,dire,1449,1410,2197,-2197,91215,-2.41,-4.94,7,35-40%,0.3983,1,0.6017
8731593078,invoker,Core,Mid,radiant,357,300,1065,1065,18129,5.87,11.1,16,80-85%,0.6451,0,-0.6451
8731593100,invoker,Core,Mid,dire,388,330,-1345,1345,16149,8.33,15.38,17,85-90%,0.6885,1,0.3115
8731593102,ogre_magi,Support,Safelane,dire,1084,1050,1683,-1683,54439,-3.09,-6.38,7,35-40%,0.4253,1,0.5747
8731593148,ogre_magi,Support,Safelane,dire,1212,1170,3024,-3024,67002,-4.51,-9.45,6,30-35%,0.3665,0,-0.3665
8731593198,ogre_magi,Support,Safelane,dire,841,810,3698,-3698,45554,-8.12,-17.67,3,15-20%,0.2714,0,-0.2714
8731593203,slark,Core,Safelane,radiant,1146,1110,1460,1460,58966,2.48,4.83,11,55-60%,0.6003,1,0.3997
8731593234,warlock,Core,Mid,radiant,403,360,2271,2271,18893,12.02,21.46,19,95-100%,0.8176,1,0.1824
8731593236,ogre_magi,Core,Offlane,dire,768,720,314,-314,38840,-0.81,-1.63,8,40-45%,0.4608,1,0.5392
8731593260,ogre_magi,Support,Offlane,radiant,952,900,4839,4839,51361,9.42,17.22,16,80-85%,0.7758,1,0.2242
8731593292,abaddon,Support,Safelane,dire,927,870,2467,-2467,46465,-5.31,-11.21,5,25-30%,0.3578,1,0.6422
8731593309,razor,Core,Mid,dire,566,510,-2339,2339,27651,8.46,15.6,17,85-90%,0.7232,0,-0.7232
8731593327,invoker,Core,Mid,dire,781,750,2895,-2895,39251,-7.38,-15.93,3,15-20%,0.2698,0,-0.2698
8731593332,ogre_magi,Core,Offlane,dire,985,930,-1957,1957,47859,4.09,7.86,12,60-65%,0.6343,1,0.3657
8731593347,ogre_magi,Core,Offlane,radiant,719,660,1181,1181,32385,3.65,7.04,12,60-65%,0.5868,1,0.4132
8731593394,jakiro,Support,Safelane,dire,1787,1740,20078,-20078,113826,-17.64,-42.83,1,5-10%,0.0287,0,-0.0287
8731593399,silencer,Support,Safelane,radiant,904,870,-2482,-2482,53534,-4.64,-9.72,5,25-30%,0.3578,0,-0.3578
8731593401,ogre_magi,Support,Offlane,radiant,1279,1230,1439,1439,70349,2.05,4.01,10,50-55%,0.5473,0,-0.5473
8731593418,invoker,Core,Mid,dire,667,630,-108,108,28100,0.38,0.77,9,45-50%,0.502,1,0.498
