match_id,hero,role,lane,role_cat,midas_team,buy_sec,ref_bucket,personal_nw_adv,band,band_label,expected_win,actual_win,delta
8731639503,treant,Support,Safelane,support,radiant,1189,1140,1263,16,Very Ahead,0.642286,1,0.357714
8731639505,naga_siren,Support,Safelane,support,radiant,1357,1320,1650,16,Very Ahead,0.662962,1,0.337038
8731639513,ogre_magi,Support,Safelane,support,dire,880,840,265,12,Ahead,0.548783,1,0.451217
8731639550,invoker,Core,Mid,mid,dire,604,570,-1228,2,Very Behind,0.364834,0,-0.364834
8731639560,ogre_magi,Support,Safelane,support,dire,928,870,1817,19,Very Ahead,0.700663,0,-0.700663
8731639584,ogre_magi,Core,Offlane,offlane,dire,876,840,801,14,Ahead,0.612352,1,0.387648
8731639605,ogre_magi,Support,Offlane,support,radiant,982,930,1248,17,Very Ahead,0.630519,1,0.369481
8731639624,invoker,Core,Mid,mid,radiant,824,780,-1320,4,Behind,0.39584,1,0.60416
8731639632,ogre_magi,Support,Safelane,support,dire,1232,1200,1087,15,Ahead,0.617587,0,-0.617587
8731639695,warlock,Support,Safelane,support,dire,832,780,1225,18,Very Ahead,0.635064,0,-0.635064
8731639713,invoker,Support,Safelane,support,dire,820,780,527,14,Ahead,0.553447,1,0.446553
8731639738,invoker,Core,Mid,mid,dire,587,540,1345,18,Very Ahead,0.670728,1,0.329272
8731639762,ogre_magi,Core,Mid,mid,radiant,762,720,540,12,Ahead,0.56682,1,0.43318
8731639778,furion,Support,Offlane,support,dire,881,840,1061,17,Very Ahead,0.621405,0,-0.621405
8731639780,ogre_magi,Support,Safelane,support,dire,992,960,337,12,Ahead,0.529141,0,-0.529141
8731639800,necrolyte,Core,Safelane,carry,radiant,722,690,-148,8,Even,0.470105,1,0.529895
8731639848,void_spirit,Core,Mid,mid,dire,899,840,-1302,4,Behind,0.382944,0,-0.382944
8731639876,invoker,Core,Mid,mid,radiant,542,510,-176,8,Even,0.459254,1,0.540746
8731639878,ogre_magi,Support,Offlane,support,radiant,938,900,-150,8,Even,0.478075,1,0.521925
8731639890,ogre_magi,Support,Offlane,support,dire,1490,1440,262,11,Even,0.538183,1,0.461817
8731639920,invoker,Support,Offlane,support,radiant,1844,1800,-1249,6,Behind,0.380935,0,-0.380935
8731639937,mirana,Core,Safelane,carry,dire,1632,1590,-9027,0,Very Behind,0.077971,0,-0.077971
8731639943,ogre_magi,Core,Mid,mid,dire,640,600,-366,7,Behind,0.451485,0,-0.451485
8731639951,ogre_magi,Core,Mid,mid,dire,917,870,469,12,Ahead,0.545155,1,0.454845
8731639957,ogre_magi,Support,Offlane,support,radiant,1155,1110,1071,15,Ahead,0.619663,0,-0.619663
8731639970,treant,Core,Offlane,offlane,dire,698,660,669,14,Ahead,0.591284,1,0.408716
8731640029,ogre_magi,Support,Offlane,support,radiant,1269,1230,27,10,Even,0.504684,1,0.495316
8731640045,furion,Core,Offlane,offlane,radiant,835,780,-257,8,Even,0.480395,0,-0.480395
8731640051,brewmaster,Core,Offlane,offlane,dire,703,660,690,15,Ahead,0.607001,0,-0.607001
8731640075,ogre_magi,Core,Mid,mid,dire,715,660,-524,6,Behind,0.438832,1,0.561168
8731640082,ogre_magi,Support,Safelane,support,dire,719,660,287,13,Ahead,0.54107,0,-0.54107
8731640095,invoker,Core,Mid,mid,radiant,673,630,109,10,Even,0.510238,1,0.489762
8731640118,necrolyte,Core,Mid,mid,dire,688,630,-2117,0,Very Behind,0.251233,0,-0.251233
8731640138,ogre_magi,Core,Offlane,offlane,dire,894,840,-1059,4,Behind,0.367401,0,-0.367401
8731640192,abaddon,Support,Safelane,support,radiant,931,900,-174,8,Even,0.478075,1,0.521925
8731640210,ogre_magi,Support,Offlane,support,radiant,902,870,1426,18,Very Ahead,0.653113,1,0.346887
8731640226,pudge,Support,Safelane,support,dire,1319,1260,2951,19,Very Ahead,0.779638,0,-0.779638
8731640259,invoker,Core,Mid,mid,radiant,749,690,-1206,3,Very Behind,0.365669,1,0.634331
8731640270,ogre_magi,Core,Offlane,offlane,dire,989,930,-506,7,Behind,0.421001,1,0.578999
8731640303,void_spirit,Core,Mid,mid,radiant,961,930,-2024,3,Very Behind,0.332784,1,0.667216
8731640319,phoenix,Support,Safelane,support,radiant,1066,1020,-181,8,Even,0.474694,0,-0.474694
8731640322,warlock,Support,Safelane,support,radiant,1235,1200,-1447,3,Very Behind,0.351098,0,-0.351098
8731640327,phoenix,Support,Safelane,support,dire,1334,1290,345,11,Even,0.546779,0,-0.546779
8731640329,invoker,Core,Mid,mid,dire,519,480,-1018,2,Very Behind,0.382614,0,-0.382614
8731640331,invoker,Core,Mid,mid,radiant,670,630,-2138,0,Very Behind,0.251233,1,0.748767
8731640351,ogre_magi,Support,Offlane,support,dire,602,570,1026,19,Very Ahead,0.626909,1,0.373091
8731640402,invoker,Core,Mid,mid,radiant,670,630,-20,9,Even,0.484967,1,0.515033
8731640405,ogre_magi,Support,Offlane,support,radiant,999,960,262,11,Even,0.52027,0,-0.52027
8731640412,brewmaster,Core,Offlane,offlane,radiant,760,720,-487,6,Behind,0.439289,0,-0.439289
8731640433,invoker,Support,Safelane,support,radiant,974,930,154,11,Even,0.524778,1,0.475222
8731640452,ogre_magi,Support,Safelane,support,radiant,1247,1200,533,12,Ahead,0.552857,1,0.447143
8731640478,enchantress,Support,Offlane,support,radiant,704,660,2348,19,Very Ahead,0.649254,1,0.350746
8731640482,abaddon,Support,Safelane,support,dire,1524,1470,-1161,5,Behind,0.368139,0,-0.368139
8731640507,ogre_magi,Core,Offlane,offlane,dire,772,720,327,12,Ahead,0.558193,1,0.441807
8731640509,invoker,Core,Mid,mid,dire,581,540,-1121,2,Very Behind,0.381782,1,0.618218
8731640525,ogre_magi,Core,Offlane,offlane,dire,849,810,-202,8,Even,0.459424,0,-0.459424
8731640543,ogre_magi,Support,Safelane,support,radiant,972,930,1225,17,Very Ahead,0.630519,0,-0.630519
8731640547,ogre_magi,Support,Offlane,support,radiant,1000,960,581,14,Ahead,0.584469,0,-0.584469
8731640548,ogre_magi,Support,Safelane,support,radiant,916,870,1013,17,Very Ahead,0.62339,1,0.37661
8731640569,ogre_magi,Core,Offlane,offlane,radiant,641,600,628,15,Ahead,0.602168,1,0.397832
8731640571,ogre_magi,Support,Safelane,support,dire,1139,1080,32,10,Even,0.493174,0,-0.493174
8731640572,warlock,Support,Safelane,support,radiant,630,600,262,13,Ahead,0.525251,1,0.474749
8731640597,silencer,Support,Safelane,support,radiant,1017,960,250,11,Even,0.52027,1,0.47973
8731640599,tusk,Support,Safelane,support,radiant,1054,1020,143,10,Even,0.511032,1,0.488968
8731640600,ogre_magi,Support,Safelane,support,dire,798,750,1017,17,Very Ahead,0.609441,1,0.390559
8731640602,warlock,Support,Offlane,support,radiant,1007,960,-222,8,Even,0.480075,0,-0.480075
8731640637,warlock,Support,Safelane,support,radiant,1087,1050,646,13,Ahead,0.572986,0,-0.572986
8731640645,obsidian_destroyer,Core,Mid,mid,dire,551,510,264,12,Ahead,0.537904,1,0.462096
8731640691,ogre_magi,Support,Offlane,support,radiant,769,720,2261,19,Very Ahead,0.66559,0,-0.66559
8731640698,invoker,Core,Mid,mid,dire,482,450,1452,19,Very Ahead,0.712496,1,0.287504
8731640700,invoker,Core,Mid,mid,dire,610,570,-18,9,Even,0.479515,0,-0.479515
8731640717,ogre_magi,Support,Offlane,support,radiant,1087,1050,588,13,Ahead,0.572986,1,0.427014
8731640735,ogre_magi,Core,Mid,mid,radiant,865,810,-936,5,Behind,0.405147,1,0.594853
8731640748,slark,Support,Offlane,support,dire,912,870,-604,5,Behind,0.432147,0,-0.432147
8731640749,ogre_magi,Support,Offlane,support,radiant,1184,1140,293,11,Even,0.523404,1,0.476596
8731640753,invoker,Core,Mid,mid,radiant,891,840,-3086,0,Very Behind,0.19921,0,-0.19921
8731640777,ogre_magi,Support,Safelane,support,radiant,1092,1050,415,12,Ahead,0.55119,1,0.44881
8731640783,ogre_magi,Core,Offlane,offlane,radiant,588,540,1937,19,Very Ahead,0.756748,1,0.243252
8731640811,shredder,Core,Offlane,offlane,radiant,1331,1290,-1229,6,Behind,0.393367,0,-0.393367
8731640818,ogre_magi,Support,Offlane,support,dire,1227,1170,-157,9,Even,0.48337,1,0.51663
8731640871,ogre_magi,Core,Offlane,offlane,radiant,652,600,1227,18,Very Ahead,0.712969,0,-0.712969
8731640876,ringmaster,Support,Offlane,support,radiant,1296,1260,-1215,4,Behind,0.363372,0,-0.363372
8731640926,invoker,Core,Mid,mid,radiant,624,570,-964,3,Very Behind,0.390132,1,0.609868
8731640960,antimage,Core,Safelane,carry,radiant,1238,1200,-1247,6,Behind,0.358322,0,-0.358322
8731640975,tinker,Core,Safelane,carry,radiant,530,480,491,15,Ahead,0.597509,0,-0.597509
8731640978,ogre_magi,Support,Safelane,support,radiant,1103,1050,1235,16,Very Ahead,0.632646,0,-0.632646
8731640979,nyx_assassin,Core,Mid,mid,radiant,1197,1140,2095,15,Ahead,0.674057,0,-0.674057
8731640991,slark,Core,Safelane,carry,dire,523,480,1708,19,Very Ahead,0.765943,1,0.234057
8731640996,invoker,Core,Mid,mid,radiant,671,630,-1644,1,Very Behind,0.304778,1,0.695222
8731641049,slardar,Core,Offlane,offlane,dire,1224,1170,-1471,4,Behind,0.342687,0,-0.342687
8731641073,silencer,Core,Safelane,carry,radiant,473,420,-900,1,Very Behind,0.330923,0,-0.330923
8731641186,juggernaut,Core,Safelane,carry,dire,1012,960,-3240,0,Very Behind,0.146991,0,-0.146991
8731641223,ogre_magi,Support,Safelane,support,dire,1184,1140,-667,6,Behind,0.417799,0,-0.417799
8731641224,ogre_magi,Support,Safelane,support,radiant,1171,1140,-402,7,Behind,0.444331,1,0.555669
8731641247,ogre_magi,Support,Safelane,support,dire,821,780,1712,19,Very Ahead,0.68036,1,0.31964
8731641264,silencer,Support,Offlane,support,dire,870,840,-70,9,Even,0.490149,1,0.509851
8731641277,ogre_magi,Support,Safelane,support,dire,1282,1230,-1812,2,Very Behind,0.311881,1,0.688119
8731641315,invoker,Support,Offlane,support,radiant,906,870,-1184,2,Very Behind,0.375954,0,-0.375954
8731641385,venomancer,Support,Offlane,support,dire,1159,1110,-22,9,Even,0.482152,0,-0.482152
8731641409,ogre_magi,Support,Offlane,support,radiant,1411,1380,-1719,3,Very Behind,0.310788,1,0.689212
8731641452,obsidian_destroyer,Core,Mid,mid,radiant,786,750,1624,17,Very Ahead,0.666777,1,0.333223
8731641474,invoker,Core,Mid,mid,dire,613,570,-2305,0,Very Behind,0.260112,0,-0.260112
8731641480,ogre_magi,Support,Safelane,support,dire,969,930,1663,18,Very Ahead,0.672455,1,0.327545
8731641502,ogre_magi,Support,Offlane,support,radiant,875,840,1437,18,Very Ahead,0.639417,1,0.360583
8731641514,silencer,Support,Safelane,support,dire,708,660,413,14,Ahead,0.55053,0,-0.55053
8731641555,ogre_magi,Core,Offlane,offlane,radiant,830,780,-579,6,Behind,0.419716,0,-0.419716
8731641627,ogre_magi,Support,Safelane,support,dire,736,690,98,11,Even,0.513661,1,0.486339
8731641632,pudge,Core,Mid,mid,dire,879,840,-643,7,Behind,0.439974,0,-0.439974
8731641649,ogre_magi,Core,Offlane,offlane,radiant,784,750,2336,19,Very Ahead,0.808097,1,0.191903
8731641654,invoker,Core,Mid,mid,dire,1214,1170,-3277,2,Very Behind,0.26876,0,-0.26876
8731641712,invoker,Core,Mid,mid,dire,458,420,1074,18,Very Ahead,0.640276,1,0.359724
8731641761,obsidian_destroyer,Core,Mid,mid,radiant,568,510,-31,9,Even,0.488977,0,-0.488977
8731641791,ogre_magi,Support,Offlane,support,dire,902,870,370,13,Ahead,0.554881,1,0.445119
8731641812,tinker,Core,Mid,mid,radiant,523,480,-1016,2,Very Behind,0.382614,1,0.617386
8731641815,axe,Support,Safelane,support,radiant,962,930,638,14,Ahead,0.583333,0,-0.583333
8731641862,obsidian_destroyer,Core,Mid,mid,radiant,542,510,-76,9,Even,0.488977,1,0.511023
8731641900,invoker,Support,Offlane,support,radiant,1165,1110,1000,15,Ahead,0.619663,1,0.380337
8731641927,ogre_magi,Support,Offlane,support,dire,1229,1170,-471,7,Behind,0.439925,1,0.560075
8731641944,invoker,Core,Mid,mid,radiant,790,750,-812,5,Behind,0.406539,0,-0.406539
8731642001,invoker,Core,Mid,mid,radiant,583,540,-882,3,Very Behind,0.391376,1,0.608624
8731642025,ogre_magi,Support,Safelane,support,radiant,1372,1320,-3763,0,Very Behind,0.23457,0,-0.23457
8731642026,techies,Support,Offlane,support,dire,1105,1050,-8,9,Even,0.489737,0,-0.489737
8731642047,invoker,Support,Safelane,support,radiant,1239,1200,1058,15,Ahead,0.617587,1,0.382413
8731642061,enigma,Support,Safelane,support,dire,1122,1080,2263,19,Very Ahead,0.737953,1,0.262047
8731642063,ogre_magi,Core,Offlane,offlane,dire,849,810,-1679,2,Very Behind,0.310628,1,0.689372
8731642085,kunkka,Core,Mid,mid,dire,670,630,334,12,Ahead,0.538487,0,-0.538487
8731642090,warlock,Support,Safelane,support,radiant,1068,1020,-485,6,Behind,0.427499,1,0.572501
8731642095,slark,Core,Safelane,carry,dire,955,900,2931,19,Very Ahead,0.846382,1,0.153618
8731642108,slark,Core,Safelane,carry,dire,845,810,-2431,0,Very Behind,0.167871,0,-0.167871
8731642118,invoker,Core,Mid,mid,radiant,567,510,-304,7,Behind,0.4607,0,-0.4607
8731642141,ogre_magi,Support,Safelane,support,radiant,1508,1470,-2082,3,Very Behind,0.30906,0,-0.30906
8731642145,warlock,Support,Safelane,support,dire,852,810,578,14,Ahead,0.550161,0,-0.550161
8731642163,ogre_magi,Support,Safelane,support,radiant,924,870,409,13,Ahead,0.554881,0,-0.554881
8731642173,ogre_magi,Support,Offlane,support,radiant,1176,1140,193,11,Even,0.523404,0,-0.523404
8731642210,ogre_magi,Support,Offlane,support,radiant,1081,1050,897,15,Ahead,0.602791,1,0.397209
8731642279,ogre_magi,Support,Offlane,support,radiant,1108,1050,1138,16,Very Ahead,0.632646,1,0.367354
8731642310,gyrocopter,Support,Safelane,support,radiant,810,780,-190,8,Even,0.479606,0,-0.479606
8731642323,silencer,Support,Offlane,support,dire,1879,1830,-3365,2,Very Behind,0.235394,0,-0.235394
8731642335,invoker,Core,Mid,mid,dire,535,480,522,14,Ahead,0.570399,1,0.429601
8731642345,ogre_magi,Support,Safelane,support,dire,1068,1020,-385,7,Behind,0.443105,1,0.556895
8731642364,ogre_magi,Support,Offlane,support,dire,1027,990,-491,6,Behind,0.431667,1,0.568333
8731642416,slark,Support,Offlane,support,dire,783,750,-252,7,Behind,0.466622,1,0.533378
8731642427,ogre_magi,Support,Safelane,support,radiant,755,720,404,14,Ahead,0.544315,0,-0.544315
8731642432,invoker,Core,Mid,mid,radiant,506,450,679,15,Ahead,0.559344,0,-0.559344
8731642438,invoker,Core,Mid,mid,dire,591,540,-38,9,Even,0.503116,1,0.496884
8731642443,invoker,Core,Mid,mid,dire,549,510,-129,8,Even,0.459254,0,-0.459254
8731642492,ogre_magi,Core,Mid,mid,radiant,476,420,-1267,1,Very Behind,0.357566,0,-0.357566
8731642498,ogre_magi,Support,Safelane,support,dire,1740,1710,-2588,3,Very Behind,0.287217,0,-0.287217
8731642524,invoker,Core,Mid,mid,radiant,452,420,1583,19,Very Ahead,0.707921,1,0.292079
8731642545,huskar,Core,Mid,mid,radiant,1402,1350,-5679,1,Very Behind,0.19314,0,-0.19314
8731642546,ogre_magi,Support,Offlane,support,radiant,1129,1080,-1073,4,Behind,0.386751,1,0.613249
8731642587,invoker,Core,Mid,mid,radiant,549,510,-667,4,Behind,0.425687,0,-0.425687
8731642607,ogre_magi,Support,Safelane,support,dire,1314,1260,134,10,Even,0.508802,0,-0.508802
8731642615,obsidian_destroyer,Core,Safelane,carry,radiant,676,630,1205,17,Very Ahead,0.683071,1,0.316929
8731642626,ogre_magi,Core,Mid,mid,radiant,655,600,627,14,Ahead,0.572368,0,-0.572368
8731642631,tiny,Support,Offlane,support,dire,1109,1050,-452,7,Behind,0.449873,0,-0.449873
8731642634,ogre_magi,Support,Safelane,support,dire,1251,1200,-1287,4,Behind,0.37468,0,-0.37468
8731642652,slark,Support,Safelane,support,radiant,760,720,1109,18,Very Ahead,0.616455,0,-0.616455
8731642653,ogre_magi,Support,Offlane,support,dire,1069,1020,881,15,Ahead,0.60707,0,-0.60707
8731642654,obsidian_destroyer,Core,Mid,mid,radiant,1031,990,-1123,6,Behind,0.414032,1,0.585968
8731642685,invoker,Core,Mid,mid,dire,611,570,-151,8,Even,0.449442,0,-0.449442
8731642758,warlock,Support,Safelane,support,dire,1122,1080,-952,4,Behind,0.386751,1,0.613249
8731642763,kunkka,Core,Mid,mid,radiant,659,600,657,14,Ahead,0.572368,1,0.427632
8731642764,ogre_magi,Support,Safelane,support,dire,1377,1320,358,11,Even,0.52901,1,0.47099
8731642766,rattletrap,Core,Offlane,offlane,radiant,1297,1260,-1931,4,Behind,0.316103,0,-0.316103
8731642772,ogre_magi,Support,Safelane,support,dire,855,810,2221,19,Very Ahead,0.687999,1,0.312001
8731642817,ogre_magi,Support,Safelane,support,dire,1380,1350,1406,15,Ahead,0.64499,1,0.35501
8731642828,muerta,Core,Safelane,carry,radiant,1257,1200,-4344,0,Very Behind,0.110377,0,-0.110377
8731642841,ogre_magi,Support,Safelane,support,radiant,1077,1020,-1125,3,Very Behind,0.370339,0,-0.370339
8731642842,ogre_magi,Core,Mid,mid,dire,698,660,407,12,Ahead,0.537954,1,0.462046
8731642843,ogre_magi,Core,Offlane,offlane,dire,848,810,-1737,1,Very Behind,0.261326,0,-0.261326
8731642844,ogre_magi,Support,Offlane,support,dire,1934,1890,225,10,Even,0.50205,0,-0.50205
8731642863,ogre_magi,Support,Safelane,support,dire,906,870,-864,3,Very Behind,0.378223,1,0.621777
8731642886,warlock,Support,Safelane,support,radiant,1192,1140,-2688,0,Very Behind,0.26965,0,-0.26965
8731642889,ogre_magi,Support,Offlane,support,radiant,1014,960,380,12,Ahead,0.529141,1,0.470859
8731642931,windrunner,Core,Offlane,offlane,radiant,808,750,-2532,0,Very Behind,0.192168,0,-0.192168
8731642937,ogre_magi,Support,Safelane,support,dire,1401,1350,1835,16,Very Ahead,0.668377,1,0.331623
8731643004,ogre_magi,Support,Offlane,support,dire,1138,1080,-5100,0,Very Behind,0.283503,0,-0.283503
8731643024,shadow_demon,Support,Offlane,support,dire,1265,1230,-1295,4,Behind,0.370756,1,0.629244
8731643031,ogre_magi,Support,Safelane,support,radiant,1157,1110,-736,5,Behind,0.411825,0,-0.411825
8731643046,ogre_magi,Support,Offlane,support,dire,1032,990,-589,6,Behind,0.431667,0,-0.431667
8731643124,razor,Core,Offlane,offlane,radiant,1196,1140,-2631,2,Very Behind,0.267704,1,0.732296
8731643146,ogre_magi,Support,Offlane,support,radiant,869,810,564,14,Ahead,0.550161,1,0.449839
8731643168,treant,Core,Offlane,offlane,radiant,690,660,1039,16,Very Ahead,0.630527,1,0.369473
8731643197,invoker,Core,Mid,mid,radiant,415,360,-124,8,Even,0.493263,1,0.506737
8731643205,invoker,Support,Offlane,support,dire,861,810,-918,3,Very Behind,0.394648,1,0.605352
8731643211,ogre_magi,Core,Mid,mid,radiant,672,630,2131,19,Very Ahead,0.75033,1,0.24967
8731643275,warlock,Support,Safelane,support,radiant,1232,1200,-1675,2,Very Behind,0.317717,1,0.682283
8731643277,ogre_magi,Support,Safelane,support,dire,1001,960,33,10,Even,0.508829,0,-0.508829
8731643317,invoker,Core,Mid,mid,radiant,631,600,-14,9,Even,0.495222,1,0.504778
8731643322,invoker,Support,Offlane,support,radiant,1007,960,592,14,Ahead,0.584469,1,0.415531
8731643351,ogre_magi,Core,Offlane,offlane,radiant,694,660,167,11,Even,0.527339,0,-0.527339
8731643363,ogre_magi,Core,Offlane,offlane,radiant,944,900,-1084,4,Behind,0.360289,1,0.639711
8731643368,ogre_magi,Support,Safelane,support,radiant,1087,1050,749,14,Ahead,0.575485,1,0.424515
8731643369,lina,Support,Offlane,support,dire,1171,1140,-1141,4,Behind,0.388851,0,-0.388851
8731643411,invoker,Core,Mid,mid,radiant,522,480,602,14,Ahead,0.570399,1,0.429601
8731643429,ogre_magi,Support,Offlane,support,radiant,1608,1560,-4542,0,Very Behind,0.199302,0,-0.199302
8731643437,silencer,Support,Safelane,support,radiant,1279,1230,515,12,Ahead,0.553562,1,0.446438
8731643455,undying,Core,Offlane,offlane,radiant,926,870,1083,15,Ahead,0.638825,0,-0.638825
8731643496,invoker,Support,Offlane,support,radiant,1442,1410,-1583,4,Behind,0.348334,1,0.651666
8731643506,ogre_magi,Core,Offlane,offlane,dire,648,600,-1259,1,Very Behind,0.286888,1,0.713112
8731643549,slark,Core,Mid,mid,dire,671,630,-2064,1,Very Behind,0.304778,0,-0.304778
8731643553,ogre_magi,Core,Offlane,offlane,dire,707,660,809,15,Ahead,0.607001,1,0.392999
8731643577,invoker,Support,Offlane,support,dire,1422,1380,-2136,2,Very Behind,0.291874,0,-0.291874
8731643622,invoker,Core,Mid,mid,dire,574,540,-613,5,Behind,0.456615,1,0.543385
8731643643,phoenix,Support,Offlane,support,dire,853,810,496,14,Ahead,0.550161,1,0.449839
8731643668,juggernaut,Core,Safelane,carry,dire,762,720,-1847,1,Very Behind,0.248686,0,-0.248686
8731643680,invoker,Core,Mid,mid,dire,701,660,-1920,1,Very Behind,0.299934,0,-0.299934
8731643734,invoker,Core,Mid,mid,radiant,570,540,735,15,Ahead,0.593092,1,0.406908
8731643736,ogre_magi,Support,Safelane,support,dire,1268,1230,-2714,1,Very Behind,0.270528,0,-0.270528
8731643761,invoker,Core,Mid,mid,dire,693,660,310,11,Even,0.522025,1,0.477975
8731643789,ogre_magi,Support,Offlane,support,dire,945,900,832,15,Ahead,0.587797,1,0.412203
8731643790,ogre_magi,Core,Offlane,offlane,radiant,810,780,1366,17,Very Ahead,0.687294,1,0.312706
8731643869,obsidian_destroyer,Core,Mid,mid,dire,1417,1380,-2159,5,Behind,0.351568,1,0.648432
8731643896,ogre_magi,Support,Safelane,support,dire,1118,1080,676,13,Ahead,0.572692,0,-0.572692
8731643977,warlock,Core,Offlane,offlane,radiant,754,720,635,14,Ahead,0.601509,0,-0.601509
8731644011,ogre_magi,Support,Safelane,support,dire,895,840,1266,18,Very Ahead,0.639417,1,0.360583
8731644014,invoker,Core,Mid,mid,dire,458,420,-171,8,Even,0.496706,1,0.503294
8731644060,invoker,Core,Mid,mid,dire,660,630,38,10,Even,0.510238,0,-0.510238
8731644062,ogre_magi,Support,Offlane,support,radiant,1044,990,1177,16,Very Ahead,0.626439,1,0.373561
8731644098,ogre_magi,Support,Safelane,support,radiant,1061,1020,1683,18,Very Ahead,0.678809,1,0.321191
8731644111,ogre_magi,Support,Safelane,support,dire,1232,1200,-1977,2,Very Behind,0.317717,0,-0.317717
8731644125,warlock,Support,Safelane,support,dire,1140,1110,1858,18,Very Ahead,0.701345,0,-0.701345
8731644147,ogre_magi,Support,Safelane,support,dire,686,630,1022,18,Very Ahead,0.602849,0,-0.602849
8731644152,warlock,Support,Safelane,support,dire,1172,1140,2678,19,Very Ahead,0.752683,0,-0.752683
8731644184,furion,Support,Offlane,support,radiant,1554,1500,566,12,Ahead,0.575468,0,-0.575468
8731644189,ogre_magi,Support,Safelane,support,dire,854,810,175,11,Even,0.525144,1,0.474856
8731644204,ogre_magi,Support,Safelane,support,radiant,1039,990,-524,6,Behind,0.431667,1,0.568333
8731644214,invoker,Core,Mid,mid,radiant,706,660,-98,9,Even,0.492763,0,-0.492763
8731644227,invoker,Core,Mid,mid,radiant,645,600,-821,4,Behind,0.424242,0,-0.424242
8731644286,ogre_magi,Core,Offlane,offlane,radiant,779,720,511,13,Ahead,0.560711,0,-0.560711
8731644319,ogre_magi,Support,Safelane,support,dire,972,930,-350,7,Behind,0.463771,0,-0.463771
8731644416,ogre_magi,Support,Safelane,support,radiant,1074,1020,261,11,Even,0.524301,1,0.475699
8731644532,ogre_magi,Support,Safelane,support,dire,1783,1740,-485,8,Even,0.438552,1,0.561448
8731644548,ogre_magi,Support,Offlane,support,radiant,940,900,1779,19,Very Ahead,0.703874,1,0.296126
8731644554,lion,Core,Mid,mid,radiant,1055,1020,947,13,Ahead,0.608839,1,0.391161
8731644574,ogre_magi,Support,Offlane,support,dire,1439,1380,-1449,4,Behind,0.353759,0,-0.353759
8731644593,obsidian_destroyer,Core,Mid,mid,radiant,990,960,-2453,2,Very Behind,0.290897,1,0.709103
8731644614,ogre_magi,Core,Offlane,offlane,radiant,857,810,-680,6,Behind,0.416502,0,-0.416502
8731644616,rattletrap,Core,Safelane,carry,dire,554,510,1064,18,Very Ahead,0.693215,0,-0.693215
8731644634,ogre_magi,Support,Offlane,support,radiant,1246,1200,-583,7,Behind,0.440692,1,0.559308
8731644650,ogre_magi,Support,Safelane,support,radiant,1234,1200,199,11,Even,0.521275,1,0.478725
8731644657,ogre_magi,Core,Mid,mid,dire,802,750,627,13,Ahead,0.559895,1,0.440105
8731644675,ogre_magi,Core,Mid,mid,dire,728,690,2235,18,Very Ahead,0.693676,1,0.306324
8731644696,ogre_magi,Core,Mid,mid,radiant,897,840,-40,9,Even,0.477415,1,0.522585
8731644723,slardar,Core,Offlane,offlane,dire,1079,1020,22,10,Even,0.515831,0,-0.515831
8731644750,ogre_magi,Core,Safelane,carry,dire,889,840,-1577,2,Very Behind,0.285526,0,-0.285526
8731644756,jakiro,Support,Offlane,support,dire,1059,1020,-1477,2,Very Behind,0.337075,1,0.662925
8731644765,ogre_magi,Support,Safelane,support,dire,1375,1320,-1985,2,Very Behind,0.289649,0,-0.289649
8731644777,lycan,Core,Offlane,offlane,dire,555,510,558,15,Ahead,0.575778,1,0.424222
8731644808,earthshaker,Support,Offlane,support,radiant,1017,960,790,15,Ahead,0.605115,0,-0.605115
8731644839,ogre_magi,Core,Offlane,offlane,radiant,413,360,532,17,Very Ahead,0.633213,0,-0.633213
8731644843,slardar,Core,Offlane,offlane,radiant,847,810,-3124,0,Very Behind,0.174399,0,-0.174399
8731644848,invoker,Core,Mid,mid,radiant,547,510,-616,5,Behind,0.432273,0,-0.432273
8731644865,ogre_magi,Support,Offlane,support,radiant,945,900,-288,7,Behind,0.450818,0,-0.450818
8731644908,invoker,Core,Mid,mid,radiant,584,540,-19,9,Even,0.503116,0,-0.503116
8731644909,ogre_magi,Support,Safelane,support,radiant,1537,1500,-1159,6,Behind,0.391252,0,-0.391252
8731644945,ogre_magi,Support,Offlane,support,radiant,1112,1080,-1659,2,Very Behind,0.335883,1,0.664117
8731644954,lion,Support,Offlane,support,radiant,1596,1560,-2056,3,Very Behind,0.306685,0,-0.306685
8731644982,bloodseeker,Core,Safelane,carry,radiant,1025,990,-7462,0,Very Behind,0.144126,0,-0.144126
8731645004,warlock,Support,Offlane,support,radiant,888,840,1824,19,Very Ahead,0.697078,0,-0.697078
8731645025,bloodseeker,Core,Offlane,offlane,dire,861,810,-1479,2,Very Behind,0.310628,0,-0.310628
8731645029,warlock,Support,Offlane,support,dire,1084,1050,291,11,Even,0.531074,0,-0.531074
8731645059,obsidian_destroyer,Core,Mid,mid,radiant,486,450,-720,3,Very Behind,0.411089,0,-0.411089
8731645154,ogre_magi,Core,Offlane,offlane,dire,690,660,926,16,Very Ahead,0.630527,0,-0.630527
8731645176,ogre_magi,Core,Offlane,offlane,dire,1274,1230,-4343,0,Very Behind,0.125414,0,-0.125414
8731645181,furion,Support,Safelane,support,radiant,1340,1290,-273,8,Even,0.447238,0,-0.447238
8731645184,razor,Core,Safelane,carry,radiant,1493,1440,-2340,5,Behind,0.328991,0,-0.328991
8731645202,rubick,Support,Offlane,support,dire,1015,960,1334,17,Very Ahead,0.646578,1,0.353422
