match_id,hero,role,lane,role_cat,midas_team,buy_sec,ref_bucket,personal_nw_adv,band,band_label,expected_win,actual_win,delta
8716529121,ogre_magi,Support,Safelane,support,dire,1019,960,494,13,Ahead,0.563664,1,0.436336
8716541386,warlock,Support,Offlane,support,dire,1200,1170,2393,18,Very Ahead,0.708759,1,0.291241
8716544066,ogre_magi,Support,Offlane,support,dire,1178,1140,-84,9,Even,0.489249,1,0.510751
8716545192,furion,Support,Offlane,support,dire,983,930,1342,17,Very Ahead,0.630519,0,-0.630519
8716549421,furion,Core,Mid,mid,dire,528,480,-760,4,Behind,0.423077,1,0.576923
8716556172,ogre_magi,Support,Safelane,support,radiant,1028,990,291,12,Ahead,0.541766,1,0.458234
8716557568,invoker,Core,Mid,mid,radiant,766,720,-1962,1,Very Behind,0.283174,0,-0.283174
8716557779,ogre_magi,Core,Offlane,offlane,radiant,650,600,690,15,Ahead,0.602168,0,-0.602168
8716558472,life_stealer,Core,Safelane,carry,dire,575,540,541,14,Ahead,0.588139,1,0.411861
8716559162,ogre_magi,Support,Offlane,support,dire,1038,990,-1146,3,Very Behind,0.368323,0,-0.368323
8716559455,furion,Core,Offlane,offlane,dire,559,510,402,14,Ahead,0.579033,0,-0.579033
8716559460,invoker,Core,Mid,mid,dire,671,630,-868,4,Behind,0.413008,1,0.586992
8716560099,kunkka,Core,Mid,mid,dire,630,600,431,12,Ahead,0.552293,1,0.447707
8716560781,ogre_magi,Core,Offlane,offlane,dire,1119,1080,-1916,3,Very Behind,0.305583,0,-0.305583
8716561673,ogre_magi,Core,Offlane,offlane,dire,1102,1050,-2356,2,Very Behind,0.288018,0,-0.288018
8716562294,invoker,Support,Safelane,support,radiant,1074,1020,306,12,Ahead,0.554059,1,0.445941
8716562819,ogre_magi,Core,Mid,mid,radiant,764,720,-491,7,Behind,0.433608,0,-0.433608
8716563085,enigma,Support,Offlane,support,dire,1260,1230,-242,8,Even,0.470729,1,0.529271
8716563456,rattletrap,Core,Offlane,offlane,dire,1060,1020,-2821,1,Very Behind,0.226913,0,-0.226913
8716563687,windrunner,Support,Offlane,support,dire,1330,1290,282,11,Even,0.546779,0,-0.546779
8716563728,ogre_magi,Support,Safelane,support,radiant,1317,1260,-852,6,Behind,0.417037,0,-0.417037
8716564341,slark,Core,Safelane,carry,dire,750,720,-2376,0,Very Behind,0.180026,0,-0.180026
8716564370,omniknight,Core,Offlane,offlane,radiant,742,690,639,14,Ahead,0.595082,0,-0.595082
8716564666,invoker,Core,Mid,mid,dire,632,600,-572,6,Behind,0.431662,0,-0.431662
8716564820,ogre_magi,Support,Safelane,support,radiant,1733,1680,-1898,4,Behind,0.323863,1,0.676137
8716565559,obsidian_destroyer,Core,Mid,mid,radiant,810,780,-304,8,Even,0.470744,0,-0.470744
8716565687,ogre_magi,Support,Offlane,support,dire,1177,1140,-1936,1,Very Behind,0.295149,0,-0.295149
8716566074,ogre_magi,Support,Offlane,support,radiant,1587,1530,-1014,6,Behind,0.388184,0,-0.388184
8716566393,ogre_magi,Core,Offlane,offlane,radiant,1061,1020,-1470,4,Behind,0.338603,0,-0.338603
8716566575,ogre_magi,Support,Offlane,support,dire,992,960,147,11,Even,0.52027,1,0.47973
8716566598,ogre_magi,Support,Safelane,support,radiant,1230,1200,762,13,Ahead,0.570019,0,-0.570019
8716566703,invoker,Core,Mid,mid,dire,477,420,-414,5,Behind,0.42946,1,0.57054
8716566758,ogre_magi,Support,Offlane,support,radiant,1033,990,-59,9,Even,0.493714,1,0.506286
8716567028,phoenix,Support,Offlane,support,dire,1503,1470,-1491,4,Behind,0.339557,0,-0.339557
8716567472,brewmaster,Core,Offlane,offlane,dire,708,660,-439,6,Behind,0.421452,0,-0.421452
8716567847,ogre_magi,Support,Offlane,support,dire,1941,1890,-2648,4,Behind,0.318671,0,-0.318671
8716567848,kunkka,Core,Mid,mid,dire,662,630,2283,19,Very Ahead,0.75033,0,-0.75033
8716567887,furion,Support,Safelane,support,dire,742,690,958,18,Very Ahead,0.605865,0,-0.605865
8716568255,obsidian_destroyer,Core,Mid,mid,dire,737,690,1448,17,Very Ahead,0.652489,0,-0.652489
8716568258,ogre_magi,Support,Offlane,support,dire,1082,1050,-1499,2,Very Behind,0.337585,1,0.662415
8716568362,ogre_magi,Support,Safelane,support,radiant,1046,990,591,13,Ahead,0.564658,1,0.435342
8716568418,ogre_magi,Support,Offlane,support,dire,1057,1020,14,10,Even,0.511032,0,-0.511032
8716568577,ogre_magi,Core,Offlane,offlane,radiant,1020,990,100,10,Even,0.494733,0,-0.494733
8716568703,ogre_magi,Support,Offlane,support,radiant,1122,1080,-1327,3,Very Behind,0.363251,1,0.636749
8716568813,ogre_magi,Core,Offlane,offlane,dire,855,810,-1921,1,Very Behind,0.261326,0,-0.261326
8716569168,ogre_magi,Support,Offlane,support,radiant,1157,1110,-4028,0,Very Behind,0.279327,1,0.720673
8716569251,ogre_magi,Support,Safelane,support,radiant,732,690,52,10,Even,0.522119,1,0.477881
8716569523,ogre_magi,Support,Offlane,support,radiant,995,960,-3423,0,Very Behind,0.309156,0,-0.309156
8716569557,ogre_magi,Support,Offlane,support,radiant,931,900,481,13,Ahead,0.55516,1,0.44484
8716569892,spectre,Core,Safelane,carry,dire,888,840,-2021,1,Very Behind,0.236202,1,0.763798
8716569937,furion,Core,Mid,mid,dire,406,360,73,10,Even,0.509265,0,-0.509265
8716570293,ogre_magi,Support,Offlane,support,radiant,756,720,900,17,Very Ahead,0.604068,0,-0.604068
8716570414,invoker,Core,Mid,mid,dire,718,660,494,13,Ahead,0.564787,0,-0.564787
8716570467,ogre_magi,Support,Safelane,support,dire,1398,1350,108,10,Even,0.51536,0,-0.51536
8716571041,snapfire,Core,Mid,mid,radiant,1694,1650,-7032,1,Very Behind,0.15531,0,-0.15531
8716571128,invoker,Core,Mid,mid,radiant,495,450,-631,4,Behind,0.436244,0,-0.436244
8716571507,ogre_magi,Support,Offlane,support,dire,846,810,-46,9,Even,0.493804,1,0.506196
8716571516,ogre_magi,Support,Safelane,support,radiant,1308,1260,1414,16,Very Ahead,0.663075,1,0.336925
8716572572,invoker,Core,Mid,mid,radiant,685,630,-650,5,Behind,0.417051,0,-0.417051
8716572815,ogre_magi,Support,Safelane,support,radiant,961,930,347,12,Ahead,0.530533,1,0.469467
8716572876,invoker,Core,Mid,mid,dire,1105,1050,2639,17,Very Ahead,0.724662,1,0.275338
8716573291,invoker,Core,Mid,mid,dire,990,960,932,13,Ahead,0.586264,0,-0.586264
8716573682,ogre_magi,Support,Safelane,support,radiant,1112,1080,-134,9,Even,0.502292,1,0.497708
8716573891,ogre_magi,Support,Safelane,support,dire,1146,1110,-140,9,Even,0.482152,1,0.517848
8716574051,enchantress,Support,Offlane,support,dire,688,630,1038,18,Very Ahead,0.602849,1,0.397151
8716574177,razor,Core,Safelane,carry,radiant,538,480,1745,19,Very Ahead,0.765943,1,0.234057
8716574376,ogre_magi,Core,Offlane,offlane,dire,1015,960,-841,6,Behind,0.400524,0,-0.400524
8716574538,invoker,Support,Offlane,support,radiant,1114,1080,79,10,Even,0.493174,0,-0.493174
8716574570,invoker,Support,Offlane,support,radiant,697,660,-471,4,Behind,0.443269,0,-0.443269
8716574936,enigma,Core,Offlane,offlane,radiant,547,510,242,12,Ahead,0.545007,0,-0.545007
8716575230,life_stealer,Core,Offlane,offlane,radiant,666,630,-21,9,Even,0.49035,1,0.50965
8716575352,invoker,Core,Mid,mid,dire,575,540,819,15,Ahead,0.593092,0,-0.593092
8716575516,ogre_magi,Core,Offlane,offlane,dire,934,900,714,13,Ahead,0.577381,0,-0.577381
8716575668,ogre_magi,Core,Offlane,offlane,radiant,829,780,-324,7,Behind,0.436292,0,-0.436292
8716575849,ogre_magi,Support,Safelane,support,dire,1139,1080,1459,17,Very Ahead,0.659932,0,-0.659932
8716576102,warlock,Support,Safelane,support,dire,999,960,431,13,Ahead,0.563664,0,-0.563664
8716576188,ogre_magi,Support,Safelane,support,radiant,1125,1080,52,10,Even,0.493174,0,-0.493174
8716576307,lion,Support,Offlane,support,dire,824,780,1598,19,Very Ahead,0.68036,1,0.31964
8716577019,invoker,Core,Mid,mid,radiant,608,570,-1299,2,Very Behind,0.364834,1,0.635166
8716577095,vengefulspirit,Core,Safelane,carry,dire,689,630,1099,17,Very Ahead,0.683071,0,-0.683071
8716577167,juggernaut,Core,Safelane,carry,dire,842,810,901,14,Ahead,0.592058,0,-0.592058
8716577363,ogre_magi,Support,Offlane,support,radiant,1033,990,1123,16,Very Ahead,0.626439,1,0.373561
8716577423,invoker,Core,Mid,mid,dire,571,540,598,14,Ahead,0.547344,1,0.452656
8716577650,ogre_magi,Support,Offlane,support,radiant,892,840,239,12,Ahead,0.548783,1,0.451217
8716577653,nyx_assassin,Support,Offlane,support,radiant,761,720,319,13,Ahead,0.542232,1,0.457768
8716577668,furion,Support,Offlane,support,dire,749,690,-4632,0,Very Behind,0.35338,1,0.64662
8716577673,invoker,Core,Mid,mid,dire,930,900,-1139,5,Behind,0.401912,1,0.598088
8716577717,invoker,Core,Mid,mid,radiant,676,630,-1354,2,Very Behind,0.365492,1,0.634508
8716577853,vengefulspirit,Core,Mid,mid,radiant,857,810,-2840,1,Very Behind,0.273386,0,-0.273386
8716577945,brewmaster,Core,Offlane,offlane,dire,925,870,-794,5,Behind,0.385451,1,0.614549
8716577991,ogre_magi,Support,Offlane,support,dire,1188,1140,-1419,3,Very Behind,0.351066,1,0.648934
8716578333,slardar,Core,Offlane,offlane,radiant,512,480,-224,7,Behind,0.456564,1,0.543436
8716578442,rubick,Core,Mid,mid,dire,1658,1620,-4361,3,Very Behind,0.255064,0,-0.255064
8716578862,ogre_magi,Support,Safelane,support,radiant,1494,1440,-1646,4,Behind,0.340158,0,-0.340158
8716579050,silencer,Support,Safelane,support,radiant,1350,1320,-3631,0,Very Behind,0.23457,1,0.76543
8716579072,ogre_magi,Core,Offlane,offlane,dire,612,570,810,16,Very Ahead,0.616145,1,0.383855
8716579092,kunkka,Core,Mid,mid,dire,585,540,1801,19,Very Ahead,0.72835,1,0.27165
8716579147,ogre_magi,Support,Offlane,support,dire,1040,990,396,12,Ahead,0.541766,0,-0.541766
8716579218,invoker,Core,Mid,mid,radiant,533,480,-767,3,Very Behind,0.408097,1,0.591903
8716579549,ogre_magi,Core,Offlane,offlane,dire,1232,1200,103,10,Even,0.509091,0,-0.509091
8716579930,ogre_magi,Support,Safelane,support,radiant,931,900,-26,9,Even,0.491911,0,-0.491911
8716580321,invoker,Support,Safelane,support,dire,1169,1110,-1693,2,Very Behind,0.341891,0,-0.341891
8716580348,ogre_magi,Core,Mid,mid,dire,1094,1050,968,13,Ahead,0.610544,0,-0.610544
8716580390,invoker,Support,Offlane,support,dire,832,780,679,15,Ahead,0.570479,0,-0.570479
8716580498,ogre_magi,Core,Offlane,offlane,radiant,822,780,-1099,3,Very Behind,0.35625,0,-0.35625
8716580768,brewmaster,Core,Offlane,offlane,dire,668,630,-125,8,Even,0.470511,1,0.529489
8716580815,techies,Support,Offlane,support,dire,1457,1410,-1270,5,Behind,0.359292,0,-0.359292
8716580940,ogre_magi,Support,Safelane,support,radiant,1136,1080,864,14,Ahead,0.57918,1,0.42082
8716581008,ogre_magi,Core,Offlane,offlane,dire,1266,1230,-2903,2,Very Behind,0.239815,1,0.760185
8716581145,invoker,Core,Mid,mid,radiant,865,810,-2901,0,Very Behind,0.205204,1,0.794796
8716581252,ogre_magi,Core,Offlane,offlane,radiant,777,720,-663,5,Behind,0.398491,1,0.601509
8716581399,ogre_magi,Core,Offlane,offlane,dire,705,660,-396,6,Behind,0.421452,0,-0.421452
8716581462,ogre_magi,Core,Mid,mid,dire,521,480,1679,19,Very Ahead,0.71631,1,0.28369
8716581463,ogre_magi,Support,Safelane,support,radiant,1191,1140,-136,9,Even,0.489249,1,0.510751
8716581694,invoker,Core,Mid,mid,radiant,401,360,462,15,Ahead,0.562109,0,-0.562109
8716581829,ogre_magi,Support,Safelane,support,radiant,1467,1410,-158,9,Even,0.480488,1,0.519512
8716582120,ogre_magi,Support,Safelane,support,dire,1298,1260,-2345,1,Very Behind,0.271485,0,-0.271485
8716582334,invoker,Core,Mid,mid,dire,684,630,-2282,0,Very Behind,0.251233,0,-0.251233
8716582519,ogre_magi,Support,Offlane,support,radiant,1030,990,1095,16,Very Ahead,0.626439,1,0.373561
8716582551,zuus,Support,Offlane,support,radiant,1037,990,453,13,Ahead,0.564658,0,-0.564658
8716582866,invoker,Core,Mid,mid,radiant,617,570,785,15,Ahead,0.576405,1,0.423595
8716582962,ogre_magi,Support,Offlane,support,dire,1165,1110,1217,16,Very Ahead,0.637864,0,-0.637864
8716583001,invoker,Support,Offlane,support,radiant,718,660,801,17,Very Ahead,0.598638,1,0.401362
8716583008,pudge,Support,Safelane,support,dire,561,510,893,19,Very Ahead,0.601257,0,-0.601257
8716583025,ogre_magi,Support,Offlane,support,dire,1196,1140,-22,9,Even,0.489249,1,0.510751
8716583115,ogre_magi,Support,Offlane,support,radiant,840,810,927,17,Very Ahead,0.614339,0,-0.614339
8716583144,mirana,Support,Safelane,support,radiant,1065,1020,-1391,2,Very Behind,0.337075,1,0.662925
8716583148,ogre_magi,Support,Safelane,support,radiant,1095,1050,1475,17,Very Ahead,0.661118,1,0.338882
8716583226,ogre_magi,Core,Offlane,offlane,dire,1016,960,-821,6,Behind,0.400524,1,0.599476
8716583387,ogre_magi,Support,Safelane,support,radiant,1024,990,-1891,1,Very Behind,0.322405,1,0.677595
8716583472,ogre_magi,Core,Mid,mid,radiant,1039,990,-3101,1,Very Behind,0.244884,0,-0.244884
8716583487,marci,Support,Safelane,support,dire,1432,1380,-409,8,Even,0.447815,0,-0.447815
8716583517,ogre_magi,Support,Safelane,support,radiant,1026,990,527,13,Ahead,0.564658,1,0.435342
8716583556,silencer,Support,Safelane,support,radiant,878,840,1791,19,Very Ahead,0.697078,1,0.302922
8716583911,ogre_magi,Core,Mid,mid,radiant,705,660,521,13,Ahead,0.564787,0,-0.564787
8716584088,ogre_magi,Support,Offlane,support,dire,1383,1350,-3344,0,Very Behind,0.229702,1,0.770298
8716584123,wisp,Support,Safelane,support,dire,1281,1230,-1050,5,Behind,0.386537,1,0.613463
8716584253,ogre_magi,Core,Mid,mid,radiant,799,750,-194,8,Even,0.463342,0,-0.463342
8716584289,ogre_magi,Support,Safelane,support,dire,1102,1050,655,14,Ahead,0.575485,0,-0.575485
8716584306,slardar,Core,Offlane,offlane,dire,555,510,360,13,Ahead,0.555078,0,-0.555078
8716584489,ogre_magi,Core,Offlane,offlane,dire,1147,1110,-788,6,Behind,0.409734,1,0.590266
8716584790,invoker,Core,Mid,mid,radiant,477,420,1679,19,Very Ahead,0.707921,1,0.292079
8716584868,ogre_magi,Support,Safelane,support,dire,1091,1050,639,13,Ahead,0.572986,1,0.427014
8716585063,obsidian_destroyer,Core,Mid,mid,dire,373,330,846,18,Very Ahead,0.643727,1,0.356273
8716585378,ogre_magi,Support,Offlane,support,radiant,1040,990,380,12,Ahead,0.541766,0,-0.541766
8716585487,obsidian_destroyer,Core,Mid,mid,radiant,456,420,803,16,Very Ahead,0.589888,1,0.410112
8716585550,silencer,Support,Safelane,support,radiant,912,870,202,11,Even,0.527482,1,0.472518
8716585567,invoker,Support,Offlane,support,dire,1321,1290,-1685,3,Very Behind,0.332139,0,-0.332139
8716585670,furion,Support,Offlane,support,dire,725,690,1014,18,Very Ahead,0.605865,0,-0.605865
8716585671,ogre_magi,Support,Safelane,support,dire,846,810,385,13,Ahead,0.557346,1,0.442654
8716585674,warlock,Support,Safelane,support,radiant,1134,1080,-337,8,Even,0.457084,1,0.542916
8716585749,silencer,Support,Safelane,support,dire,1456,1410,-243,9,Even,0.480488,1,0.519512
8716585907,invoker,Core,Mid,mid,radiant,599,540,-155,8,Even,0.465278,0,-0.465278
8716586273,ogre_magi,Support,Offlane,support,dire,1123,1080,931,15,Ahead,0.615894,0,-0.615894
8716586324,kunkka,Core,Mid,mid,radiant,609,570,2866,19,Very Ahead,0.738958,1,0.261042
8716586423,invoker,Core,Mid,mid,radiant,507,450,-296,7,Behind,0.475458,1,0.524542
8716586542,ogre_magi,Support,Safelane,support,radiant,1163,1110,2090,18,Very Ahead,0.701345,1,0.298655
8716586554,ogre_magi,Core,Offlane,offlane,radiant,941,900,-3389,0,Very Behind,0.164857,0,-0.164857
8716586917,ogre_magi,Support,Safelane,support,dire,1125,1080,-1291,3,Very Behind,0.363251,0,-0.363251
8716586989,silencer,Support,Safelane,support,dire,1289,1230,439,12,Ahead,0.553562,0,-0.553562
8716587011,silencer,Support,Safelane,support,radiant,918,870,309,12,Ahead,0.550102,0,-0.550102
8716587247,ogre_magi,Support,Offlane,support,radiant,1282,1230,-41,9,Even,0.491865,1,0.508135
8716587324,invoker,Support,Safelane,support,dire,1022,990,878,15,Ahead,0.602758,1,0.397242
8716587375,invoker,Core,Mid,mid,radiant,600,570,599,14,Ahead,0.563907,1,0.436093
8716587438,sven,Core,Safelane,carry,dire,1010,960,-3591,0,Very Behind,0.146991,0,-0.146991
8716587938,ogre_magi,Core,Offlane,offlane,dire,756,720,-1516,1,Very Behind,0.274072,0,-0.274072
8716587981,ogre_magi,Support,Offlane,support,radiant,1192,1140,-249,8,Even,0.468179,1,0.531821
8716588071,invoker,Core,Mid,mid,dire,658,600,-2101,0,Very Behind,0.258796,1,0.741204
8716588132,invoker,Core,Mid,mid,dire,587,540,-744,4,Behind,0.403808,1,0.596192
8716588218,ogre_magi,Support,Offlane,support,dire,1711,1680,-4288,1,Very Behind,0.209779,0,-0.209779
8716588303,ogre_magi,Core,Offlane,offlane,radiant,455,420,-220,7,Behind,0.46501,1,0.53499
8716588430,warlock,Support,Offlane,support,dire,1000,960,293,12,Ahead,0.529141,1,0.470859
8716588517,ogre_magi,Support,Offlane,support,radiant,1425,1380,-1746,3,Very Behind,0.310788,1,0.689212
8716588556,ogre_magi,Support,Safelane,support,dire,1037,990,1238,17,Very Ahead,0.64977,1,0.35023
8716588695,invoker,Core,Mid,mid,dire,1095,1050,-1066,6,Behind,0.386289,0,-0.386289
8716588803,ogre_magi,Support,Safelane,support,dire,1097,1050,-1951,1,Very Behind,0.309653,1,0.690347
8716588868,alchemist,Core,Offlane,offlane,radiant,457,420,407,15,Ahead,0.582786,0,-0.582786
8716589090,ogre_magi,Core,Mid,mid,dire,932,900,-4509,0,Very Behind,0.187088,0,-0.187088
8716589102,ogre_magi,Core,Offlane,offlane,radiant,866,810,-254,8,Even,0.459424,1,0.540576
8716589273,clinkz,Core,Safelane,carry,dire,766,720,247,11,Even,0.535843,0,-0.535843
8716589303,muerta,Support,Offlane,support,dire,1717,1680,-4101,1,Very Behind,0.209779,0,-0.209779
8716589371,brewmaster,Core,Offlane,offlane,radiant,735,690,-472,6,Behind,0.425107,0,-0.425107
8716589434,invoker,Core,Mid,mid,radiant,684,630,-1980,1,Very Behind,0.304778,0,-0.304778
8716589621,viper,Core,Mid,mid,radiant,540,510,2179,19,Very Ahead,0.71946,0,-0.71946
8716589645,ogre_magi,Support,Safelane,support,dire,1067,1020,-368,7,Behind,0.443105,0,-0.443105
8716589666,ogre_magi,Support,Safelane,support,radiant,677,630,1106,19,Very Ahead,0.640394,1,0.359606
8716589695,warlock,Support,Offlane,support,radiant,1035,990,-752,5,Behind,0.418703,0,-0.418703
8716589772,ogre_magi,Support,Offlane,support,radiant,988,930,-115,9,Even,0.490887,1,0.509113
8716589877,ogre_magi,Support,Safelane,support,radiant,1384,1350,64,10,Even,0.51536,0,-0.51536
8716589914,ogre_magi,Core,Mid,mid,radiant,793,750,664,13,Ahead,0.559895,0,-0.559895
8716589931,venomancer,Support,Safelane,support,radiant,828,780,1630,19,Very Ahead,0.68036,0,-0.68036
8716590022,nevermore,Core,Safelane,carry,radiant,656,600,1050,17,Very Ahead,0.683882,1,0.316118
8716590082,invoker,Core,Mid,mid,radiant,927,870,-465,7,Behind,0.455771,1,0.544229
8716590139,invoker,Core,Mid,mid,radiant,537,480,171,11,Even,0.526557,1,0.473443
8716590227,ogre_magi,Support,Offlane,support,dire,909,870,873,16,Very Ahead,0.617288,1,0.382712
8716590228,ogre_magi,Support,Safelane,support,radiant,969,930,-1461,1,Very Behind,0.328136,1,0.671864
8716590312,slark,Support,Safelane,support,radiant,779,720,205,12,Ahead,0.527749,1,0.472251
8716590324,obsidian_destroyer,Core,Mid,mid,radiant,832,780,61,10,Even,0.517515,0,-0.517515
8716590422,ogre_magi,Core,Offlane,offlane,dire,978,930,-3564,0,Very Behind,0.158328,0,-0.158328
8716590435,venomancer,Support,Offlane,support,dire,1131,1080,797,14,Ahead,0.57918,1,0.42082
8716590449,furion,Support,Offlane,support,radiant,763,720,-776,3,Very Behind,0.410352,1,0.589648
8716590641,techies,Support,Safelane,support,dire,622,570,327,14,Ahead,0.537354,0,-0.537354
8716590642,venomancer,Support,Offlane,support,dire,833,780,1932,19,Very Ahead,0.68036,0,-0.68036
8716590862,invoker,Core,Mid,mid,dire,546,510,-772,4,Behind,0.425687,0,-0.425687
8716590879,nevermore,Core,Safelane,carry,dire,1143,1110,-3391,1,Very Behind,0.203563,0,-0.203563
8716590959,ogre_magi,Core,Mid,mid,radiant,469,420,1464,19,Very Ahead,0.707921,0,-0.707921
8716591017,ogre_magi,Support,Offlane,support,radiant,952,900,2057,19,Very Ahead,0.703874,1,0.296126
8716591086,zuus,Support,Safelane,support,dire,1121,1080,1813,18,Very Ahead,0.694549,1,0.305451
8716591235,slardar,Core,Offlane,offlane,radiant,1043,990,-236,8,Even,0.460526,0,-0.460526
8716591251,lycan,Core,Offlane,offlane,dire,652,600,-1060,2,Very Behind,0.327087,0,-0.327087
8716591284,ogre_magi,Core,Offlane,offlane,radiant,664,630,171,11,Even,0.528024,0,-0.528024
8716591306,invoker,Core,Mid,mid,radiant,730,690,-1515,2,Very Behind,0.347355,1,0.652645
8716591324,ogre_magi,Support,Offlane,support,radiant,1032,990,1242,17,Very Ahead,0.64977,0,-0.64977
8716591338,ogre_magi,Support,Safelane,support,dire,902,870,-232,8,Even,0.46652,1,0.53348
8716591374,ogre_magi,Support,Offlane,support,dire,720,690,556,15,Ahead,0.560963,1,0.439037
8716591385,furion,Core,Safelane,carry,dire,733,690,349,12,Ahead,0.565673,0,-0.565673
8716591547,invoker,Support,Offlane,support,radiant,818,780,1635,19,Very Ahead,0.68036,1,0.31964
8716591567,lich,Core,Mid,mid,dire,652,600,1540,18,Very Ahead,0.683986,0,-0.683986
8716591588,ogre_magi,Core,Mid,mid,radiant,806,750,262,11,Even,0.542623,0,-0.542623
8716591665,ogre_magi,Support,Offlane,support,radiant,863,810,74,10,Even,0.505538,1,0.494462
8716591763,ogre_magi,Support,Safelane,support,dire,1192,1140,-3,10,Even,0.51009,0,-0.51009
8716591766,ogre_magi,Support,Offlane,support,radiant,1075,1020,566,13,Ahead,0.567977,1,0.432023
8716592088,warlock,Support,Safelane,support,dire,963,930,-397,7,Behind,0.463771,0,-0.463771
8716592216,ogre_magi,Support,Safelane,support,dire,1092,1050,-1102,3,Very Behind,0.36563,1,0.63437
8716592300,ogre_magi,Support,Offlane,support,dire,1104,1050,-392,7,Behind,0.449873,0,-0.449873
8716592312,ogre_magi,Support,Safelane,support,dire,1005,960,-1307,2,Very Behind,0.353081,0,-0.353081
8716592471,obsidian_destroyer,Core,Mid,mid,radiant,1341,1290,5137,18,Very Ahead,0.806034,1,0.193966
8716592512,enigma,Support,Offlane,support,radiant,799,750,835,17,Very Ahead,0.609441,1,0.390559
8716592555,ogre_magi,Support,Safelane,support,dire,1073,1020,460,12,Ahead,0.554059,0,-0.554059
8716592622,ogre_magi,Support,Safelane,support,dire,1136,1080,760,14,Ahead,0.57918,1,0.42082
8716592698,silencer,Core,Mid,mid,radiant,877,840,1584,16,Very Ahead,0.639182,1,0.360818
8716592710,invoker,Core,Mid,mid,radiant,749,690,-899,5,Behind,0.412814,0,-0.412814
8716592791,techies,Core,Safelane,carry,dire,1367,1320,-5728,0,Very Behind,0.100829,0,-0.100829
8716592885,ogre_magi,Support,Offlane,support,dire,892,840,1477,18,Very Ahead,0.639417,1,0.360583
8716592966,slark,Core,Safelane,carry,radiant,675,630,1401,18,Very Ahead,0.727721,1,0.272279
8716593143,warlock,Support,Offlane,support,radiant,1079,1020,-884,4,Behind,0.391896,1,0.608104
8716593187,ogre_magi,Support,Safelane,support,radiant,1102,1050,-2093,1,Very Behind,0.309653,1,0.690347
8716593211,ogre_magi,Support,Offlane,support,radiant,1102,1050,817,14,Ahead,0.575485,1,0.424515
8716593278,ogre_magi,Support,Offlane,support,radiant,611,570,1104,19,Very Ahead,0.626909,0,-0.626909
8716593322,ogre_magi,Core,Mid,mid,dire,576,540,-3,9,Even,0.503116,1,0.496884
8716593365,ogre_magi,Core,Mid,mid,radiant,673,630,137,10,Even,0.510238,1,0.489762
8716593522,ogre_magi,Support,Offlane,support,radiant,962,930,-549,6,Behind,0.442046,0,-0.442046
8716593523,ogre_magi,Core,Mid,mid,radiant,879,840,1006,14,Ahead,0.60363,1,0.39637
8716593611,ogre_magi,Support,Safelane,support,dire,902,870,1103,17,Very Ahead,0.62339,0,-0.62339
8716593632,slark,Core,Safelane,carry,dire,907,870,-366,8,Even,0.457265,1,0.542735
8716593780,slark,Core,Safelane,carry,radiant,832,780,-444,7,Behind,0.427107,1,0.572893
8716593803,invoker,Core,Mid,mid,radiant,641,600,-492,6,Behind,0.431662,1,0.568338
8716593865,disruptor,Support,Safelane,support,radiant,1157,1110,-1972,1,Very Behind,0.295219,0,-0.295219
8716594007,sniper,Support,Offlane,support,radiant,888,840,-188,8,Even,0.469902,0,-0.469902
8716594008,ogre_magi,Support,Offlane,support,dire,855,810,2462,19,Very Ahead,0.687999,1,0.312001
8716594025,techies,Support,Offlane,support,dire,1045,990,-1021,3,Very Behind,0.368323,1,0.631677
8716594064,invoker,Core,Mid,mid,radiant,738,690,698,13,Ahead,0.556507,0,-0.556507
8716594125,ogre_magi,Support,Offlane,support,radiant,1278,1230,-2860,0,Very Behind,0.250853,0,-0.250853
8716594128,ogre_magi,Core,Offlane,offlane,dire,631,600,494,14,Ahead,0.586264,0,-0.586264
8716594255,ogre_magi,Core,Mid,mid,radiant,637,600,116,10,Even,0.501152,1,0.498848
8716594371,ogre_magi,Support,Safelane,support,radiant,1107,1050,1550,17,Very Ahead,0.661118,0,-0.661118
8716594614,zuus,Support,Safelane,support,radiant,1203,1170,2008,18,Very Ahead,0.708759,1,0.291241
8716594632,invoker,Support,Offlane,support,radiant,1196,1140,-1161,4,Behind,0.388851,1,0.611149
8716594638,ogre_magi,Support,Offlane,support,dire,1018,960,1539,18,Very Ahead,0.670572,1,0.329428
8716594713,obsidian_destroyer,Core,Mid,mid,radiant,487,450,250,12,Ahead,0.521725,0,-0.521725
8716594772,invoker,Core,Mid,mid,radiant,764,720,-2152,1,Very Behind,0.283174,0,-0.283174
8716594841,ogre_magi,Support,Offlane,support,dire,1305,1260,-3537,0,Very Behind,0.245821,0,-0.245821
8716594863,ogre_magi,Support,Offlane,support,dire,1532,1500,-3099,1,Very Behind,0.233847,0,-0.233847
8716594957,invoker,Core,Mid,mid,radiant,853,810,-2659,1,Very Behind,0.273386,0,-0.273386
8716594991,invoker,Core,Mid,mid,radiant,758,720,-4324,0,Very Behind,0.228769,0,-0.228769
8716594992,ogre_magi,Core,Offlane,offlane,dire,1178,1140,-1639,4,Behind,0.349075,0,-0.349075
8716595091,lich,Support,Safelane,support,dire,906,870,-868,3,Very Behind,0.378223,1,0.621777
8716595126,ogre_magi,Support,Offlane,support,radiant,759,720,1511,19,Very Ahead,0.66559,1,0.33441
